year,sex,school_id,school_name,graduates
2004,MF,6,Nanyang Polytechnic,3939.0
2005,F,6,Nanyang Polytechnic,2303.0
2005,MF,6,Nanyang Polytechnic,4202.0
2006,F,6,Nanyang Polytechnic,2385.0
2006,MF,6,Nanyang Polytechnic,4114.0
2007,F,6,Nanyang Polytechnic,2645.0
2007,MF,6,Nanyang Polytechnic,4591.0
2008,F,6,Nanyang Polytechnic,2391.0
2008,MF,6,Nanyang Polytechnic,4447.0
2009,F,6,Nanyang Polytechnic,2279.0
2009,MF,6,Nanyang Polytechnic,4388.0
2010,F,6,Nanyang Polytechnic,2502.0
2010,MF,6,Nanyang Polytechnic,4483.0
2011,F,6,Nanyang Polytechnic,2536.0
2011,MF,6,Nanyang Polytechnic,4829.0
2012,F,6,Nanyang Polytechnic,2644.0
2012,MF,6,Nanyang Polytechnic,4965.0
2013,F,6,Nanyang Polytechnic,2729.0
2013,MF,6,Nanyang Polytechnic,5146.0
2014,F,6,Nanyang Polytechnic,2603.0
2014,MF,6,Nanyang Polytechnic,4983.0
2015,F,6,Nanyang Polytechnic,2400.0
2015,MF,6,Nanyang Polytechnic,4642.0
2016,F,6,Nanyang Polytechnic,2727.0
2016,MF,6,Nanyang Polytechnic,5161.0
2017,F,6,Nanyang Polytechnic,2605.0
2017,MF,6,Nanyang Polytechnic,4999.0
2018,F,6,Nanyang Polytechnic,2414.0
2018,MF,6,Nanyang Polytechnic,4584.0
2019,F,6,Nanyang Polytechnic,2256.0
2019,MF,6,Nanyang Polytechnic,4288.0
2020,F,6,Nanyang Polytechnic,2224.0
2020,MF,6,Nanyang Polytechnic,4434.0
2021,F,6,Nanyang Polytechnic,2352.0
2021,MF,6,Nanyang Polytechnic,4689.0
2022,F,6,Nanyang Polytechnic,2155.0
2022,MF,6,Nanyang Polytechnic,4201.0
2023,F,6,Nanyang Polytechnic,2077.0
2023,MF,6,Nanyang Polytechnic,3938.0
2024,F,6,Nanyang Polytechnic,1972.0
2024,MF,6,Nanyang Polytechnic,3911.0
2006,F,11,Republic Polytechnic,291.0
2006,MF,11,Republic Polytechnic,619.0
2007,F,11,Republic Polytechnic,435.0
2007,MF,11,Republic Polytechnic,928.0
2008,F,11,Republic Polytechnic,815.0
2008,MF,11,Republic Polytechnic,1551.0
2009,F,11,Republic Polytechnic,1119.0
2009,MF,11,Republic Polytechnic,2106.0
2010,F,11,Republic Polytechnic,1594.0
2010,MF,11,Republic Polytechnic,2953.0
2011,F,11,Republic Polytechnic,1722.0
2011,MF,11,Republic Polytechnic,3291.0
2012,F,11,Republic Polytechnic,2083.0
2012,MF,11,Republic Polytechnic,3930.0
2013,F,11,Republic Polytechnic,2123.0
2013,MF,11,Republic Polytechnic,4060.0
2014,F,11,Republic Polytechnic,2342.0
2014,MF,11,Republic Polytechnic,4430.0
2015,F,11,Republic Polytechnic,2496.0
2015,MF,11,Republic Polytechnic,4631.0
2016,F,11,Republic Polytechnic,2493.0
2016,MF,11,Republic Polytechnic,4614.0
2017,F,11,Republic Polytechnic,2407.0
2017,MF,11,Republic Polytechnic,4389.0
2018,F,11,Republic Polytechnic,2348.0
2018,MF,11,Republic Polytechnic,4407.0
2019,F,11,Republic Polytechnic,2162.0
2019,MF,11,Republic Polytechnic,4066.0
2020,F,11,Republic Polytechnic,2091.0
2020,MF,11,Republic Polytechnic,4014.0
2021,F,11,Republic Polytechnic,2107.0
2021,MF,11,Republic Polytechnic,4138.0
2022,F,11,Republic Polytechnic,1818.0
2022,MF,11,Republic Polytechnic,3519.0
2023,F,11,Republic Polytechnic,1815.0
2023,MF,11,Republic Polytechnic,3689.0
2024,F,11,Republic Polytechnic,1707.0
2024,MF,11,Republic Polytechnic,3486.0
2005,F,3,LASALLE College of the Arts (Diploma),213.0
2005,MF,3,LASALLE College of the Arts (Diploma),369.0
2006,F,3,LASALLE College of the Arts (Diploma),227.0
2006,MF,3,LASALLE College of the Arts (Diploma),370.0
2007,F,3,LASALLE College of the Arts (Diploma),268.0
2007,MF,3,LASALLE College of the Arts (Diploma),438.0
2008,F,3,LASALLE College of the Arts (Diploma),296.0
2008,MF,3,LASALLE College of the Arts (Diploma),481.0
2009,F,3,LASALLE College of the Arts (Diploma),351.0
2009,MF,3,LASALLE College of the Arts (Diploma),566.0
2010,F,3,LASALLE College of the Arts (Diploma),371.0
2010,MF,3,LASALLE College of the Arts (Diploma),578.0
2011,F,3,LASALLE College of the Arts (Diploma),333.0
2011,MF,3,LASALLE College of the Arts (Diploma),499.0
2012,F,3,LASALLE College of the Arts (Diploma),316.0
2012,MF,3,LASALLE College of the Arts (Diploma),511.0
2013,F,3,LASALLE College of the Arts (Diploma),282.0
2013,MF,3,LASALLE College of the Arts (Diploma),406.0
2014,F,3,LASALLE College of the Arts (Diploma),222.0
2014,MF,3,LASALLE College of the Arts (Diploma),371.0
2015,F,3,LASALLE College of the Arts (Diploma),218.0
2015,MF,3,LASALLE College of the Arts (Diploma),346.0
2016,F,3,LASALLE College of the Arts (Diploma),226.0
2016,MF,3,LASALLE College of the Arts (Diploma),331.0
2017,F,3,LASALLE College of the Arts (Diploma),237.0
2017,MF,3,LASALLE College of the Arts (Diploma),331.0
2018,F,3,LASALLE College of the Arts (Diploma),216.0
2018,MF,3,LASALLE College of the Arts (Diploma),333.0
2019,F,3,LASALLE College of the Arts (Diploma),205.0
2019,MF,3,LASALLE College of the Arts (Diploma),331.0
2020,F,3,LASALLE College of the Arts (Diploma),264.0
2020,MF,3,LASALLE College of the Arts (Diploma),398.0
2021,F,3,LASALLE College of the Arts (Diploma),245.0
2021,MF,3,LASALLE College of the Arts (Diploma),366.0
2022,F,3,LASALLE College of the Arts (Diploma),237.0
2022,MF,3,LASALLE College of the Arts (Diploma),352.0
2023,F,3,LASALLE College of the Arts (Diploma),256.0
2023,MF,3,LASALLE College of the Arts (Diploma),385.0
2024,F,3,LASALLE College of the Arts (Diploma),231.0
2024,MF,3,LASALLE College of the Arts (Diploma),362.0
2013,F,2,LASALLE College of the Arts (Degree),291.0
2013,MF,2,LASALLE College of the Arts (Degree),435.0
2014,F,2,LASALLE College of the Arts (Degree),397.0
2014,MF,2,LASALLE College of the Arts (Degree),520.0
2015,F,2,LASALLE College of the Arts (Degree),260.0
2015,MF,2,LASALLE College of the Arts (Degree),363.0
2016,F,2,LASALLE College of the Arts (Degree),286.0
2016,MF,2,LASALLE College of the Arts (Degree),407.0
2017,F,2,LASALLE College of the Arts (Degree),318.0
2017,MF,2,LASALLE College of the Arts (Degree),466.0
2018,F,2,LASALLE College of the Arts (Degree),319.0
2018,MF,2,LASALLE College of the Arts (Degree),429.0
2019,F,2,LASALLE College of the Arts (Degree),356.0
2019,MF,2,LASALLE College of the Arts (Degree),487.0
2020,F,2,LASALLE College of the Arts (Degree),330.0
2020,MF,2,LASALLE College of the Arts (Degree),456.0
2021,F,2,LASALLE College of the Arts (Degree),300.0
2021,MF,2,LASALLE College of the Arts (Degree),402.0
2022,F,2,LASALLE College of the Arts (Degree),292.0
2022,MF,2,LASALLE College of the Arts (Degree),396.0
2023,F,2,LASALLE College of the Arts (Degree),277.0
2023,MF,2,LASALLE College of the Arts (Degree),378.0
2024,F,2,LASALLE College of the Arts (Degree),295.0
2024,MF,2,LASALLE College of the Arts (Degree),388.0
2005,F,5,Nanyang Academy of Fine Arts (Diploma),200.0
2005,MF,5,Nanyang Academy of Fine Arts (Diploma),345.0
2006,F,5,Nanyang Academy of Fine Arts (Diploma),295.0
2006,MF,5,Nanyang Academy of Fine Arts (Diploma),464.0
2007,F,5,Nanyang Academy of Fine Arts (Diploma),293.0
2007,MF,5,Nanyang Academy of Fine Arts (Diploma),441.0
2008,F,5,Nanyang Academy of Fine Arts (Diploma),409.0
2008,MF,5,Nanyang Academy of Fine Arts (Diploma),610.0
2009,F,5,Nanyang Academy of Fine Arts (Diploma),389.0
2009,MF,5,Nanyang Academy of Fine Arts (Diploma),559.0
2010,F,5,Nanyang Academy of Fine Arts (Diploma),365.0
2010,MF,5,Nanyang Academy of Fine Arts (Diploma),518.0
2011,F,5,Nanyang Academy of Fine Arts (Diploma),409.0
2011,MF,5,Nanyang Academy of Fine Arts (Diploma),583.0
2012,F,5,Nanyang Academy of Fine Arts (Diploma),390.0
2012,MF,5,Nanyang Academy of Fine Arts (Diploma),564.0
2013,F,5,Nanyang Academy of Fine Arts (Diploma),458.0
2013,MF,5,Nanyang Academy of Fine Arts (Diploma),674.0
2014,F,5,Nanyang Academy of Fine Arts (Diploma),439.0
2014,MF,5,Nanyang Academy of Fine Arts (Diploma),633.0
2015,F,5,Nanyang Academy of Fine Arts (Diploma),436.0
2015,MF,5,Nanyang Academy of Fine Arts (Diploma),617.0
2016,F,5,Nanyang Academy of Fine Arts (Diploma),365.0
2016,MF,5,Nanyang Academy of Fine Arts (Diploma),527.0
2017,F,5,Nanyang Academy of Fine Arts (Diploma),447.0
2017,MF,5,Nanyang Academy of Fine Arts (Diploma),591.0
2018,F,5,Nanyang Academy of Fine Arts (Diploma),488.0
2018,MF,5,Nanyang Academy of Fine Arts (Diploma),668.0
2019,F,5,Nanyang Academy of Fine Arts (Diploma),547.0
2019,MF,5,Nanyang Academy of Fine Arts (Diploma),735.0
2020,F,5,Nanyang Academy of Fine Arts (Diploma),505.0
2020,MF,5,Nanyang Academy of Fine Arts (Diploma),694.0
2021,F,5,Nanyang Academy of Fine Arts (Diploma),506.0
2021,MF,5,Nanyang Academy of Fine Arts (Diploma),706.0
2022,F,5,Nanyang Academy of Fine Arts (Diploma),455.0
2022,MF,5,Nanyang Academy of Fine Arts (Diploma),623.0
2023,F,5,Nanyang Academy of Fine Arts (Diploma),450.0
2023,MF,5,Nanyang Academy of Fine Arts (Diploma),606.0
2024,F,5,Nanyang Academy of Fine Arts (Diploma),422.0
2024,MF,5,Nanyang Academy of Fine Arts (Diploma),579.0
2013,F,4,Nanyang Academy of Fine Arts (Degree),9.0
2013,MF,4,Nanyang Academy of Fine Arts (Degree),18.0
2014,F,4,Nanyang Academy of Fine Arts (Degree),13.0
2014,MF,4,Nanyang Academy of Fine Arts (Degree),25.0
2015,F,4,Nanyang Academy of Fine Arts (Degree),11.0
2015,MF,4,Nanyang Academy of Fine Arts (Degree),24.0
2016,F,4,Nanyang Academy of Fine Arts (Degree),18.0
2016,MF,4,Nanyang Academy of Fine Arts (Degree),25.0
2017,F,4,Nanyang Academy of Fine Arts (Degree),22.0
2017,MF,4,Nanyang Academy of Fine Arts (Degree),34.0
2018,F,4,Nanyang Academy of Fine Arts (Degree),10.0
2018,MF,4,Nanyang Academy of Fine Arts (Degree),15.0
2019,F,4,Nanyang Academy of Fine Arts (Degree),14.0
2019,MF,4,Nanyang Academy of Fine Arts (Degree),19.0
2020,F,4,Nanyang Academy of Fine Arts (Degree),12.0
2020,MF,4,Nanyang Academy of Fine Arts (Degree),22.0
2021,F,4,Nanyang Academy of Fine Arts (Degree),18.0
2021,MF,4,Nanyang Academy of Fine Arts (Degree),28.0
2022,F,4,Nanyang Academy of Fine Arts (Degree),12.0
2022,MF,4,Nanyang Academy of Fine Arts (Degree),19.0
2023,F,4,Nanyang Academy of Fine Arts (Degree),106.0
2023,MF,4,Nanyang Academy of Fine Arts (Degree),145.0
2024,F,4,Nanyang Academy of Fine Arts (Degree),154.0
2024,MF,4,Nanyang Academy of Fine Arts (Degree),198.0
1983,F,1,Institute of Technical Education,905.0
1983,MF,1,Institute of Technical Education,6779.0
1984,F,1,Institute of Technical Education,1785.0
1984,MF,1,Institute of Technical Education,6281.0
1985,F,1,Institute of Technical Education,2300.0
1985,MF,1,Institute of Technical Education,7597.0
1986,F,1,Institute of Technical Education,2638.0
1986,MF,1,Institute of Technical Education,8472.0
1987,F,1,Institute of Technical Education,2851.0
1987,MF,1,Institute of Technical Education,8797.0
1988,F,1,Institute of Technical Education,3276.0
1988,MF,1,Institute of Technical Education,9025.0
1989,F,1,Institute of Technical Education,2837.0
1989,MF,1,Institute of Technical Education,7532.0
1990,F,1,Institute of Technical Education,2889.0
1990,MF,1,Institute of Technical Education,7469.0
1991,F,1,Institute of Technical Education,2674.0
1991,MF,1,Institute of Technical Education,6966.0
1992,F,1,Institute of Technical Education,2736.0
1992,MF,1,Institute of Technical Education,6910.0
1993,F,1,Institute of Technical Education,2535.0
1993,MF,1,Institute of Technical Education,6889.0
1994,F,1,Institute of Technical Education,2301.0
1994,MF,1,Institute of Technical Education,6732.0
1995,F,1,Institute of Technical Education,1993.0
1995,MF,1,Institute of Technical Education,6082.0
1996,F,1,Institute of Technical Education,1547.0
1996,MF,1,Institute of Technical Education,4650.0
1997,F,1,Institute of Technical Education,1318.0
1997,MF,1,Institute of Technical Education,4073.0
1998,F,1,Institute of Technical Education,2375.0
1998,MF,1,Institute of Technical Education,5414.0
1999,F,1,Institute of Technical Education,2585.0
1999,MF,1,Institute of Technical Education,7718.0
2000,F,1,Institute of Technical Education,2429.0
2000,MF,1,Institute of Technical Education,7650.0
2001,F,1,Institute of Technical Education,2484.0
2001,MF,1,Institute of Technical Education,7208.0
2002,F,1,Institute of Technical Education,2499.0
2002,MF,1,Institute of Technical Education,7084.0
2003,F,1,Institute of Technical Education,2778.0
2003,MF,1,Institute of Technical Education,7741.0
2004,F,1,Institute of Technical Education,3057.0
2004,MF,1,Institute of Technical Education,8127.0
2005,F,1,Institute of Technical Education,3492.0
2005,MF,1,Institute of Technical Education,9059.0
2006,F,1,Institute of Technical Education,3724.0
2006,MF,1,Institute of Technical Education,10056.0
2007,F,1,Institute of Technical Education,4019.0
2007,MF,1,Institute of Technical Education,10479.0
2008,F,1,Institute of Technical Education,4059.0
2008,MF,1,Institute of Technical Education,10600.0
2009,F,1,Institute of Technical Education,4311.0
2009,MF,1,Institute of Technical Education,10999.0
2010,F,1,Institute of Technical Education,4488.0
2010,MF,1,Institute of Technical Education,11334.0
2011,F,1,Institute of Technical Education,4326.0
2011,MF,1,Institute of Technical Education,11165.0
2012,F,1,Institute of Technical Education,4425.0
2012,MF,1,Institute of Technical Education,11530.0
2013,F,1,Institute of Technical Education,4580.0
2013,MF,1,Institute of Technical Education,11888.0
2014,F,1,Institute of Technical Education,3883.0
2014,MF,1,Institute of Technical Education,11062.0
2015,F,1,Institute of Technical Education,5140.0
2015,MF,1,Institute of Technical Education,13351.0
2016,F,1,Institute of Technical Education,4863.0
2016,MF,1,Institute of Technical Education,12516.0
2017,F,1,Institute of Technical Education,4808.0
2017,MF,1,Institute of Technical Education,12858.0
2018,F,1,Institute of Technical Education,5026.0
2018,MF,1,Institute of Technical Education,13421.0
2019,F,1,Institute of Technical Education,4930.0
2019,MF,1,Institute of Technical Education,12595.0
2020,F,1,Institute of Technical Education,5027.0
2020,MF,1,Institute of Technical Education,13144.0
2021,F,1,Institute of Technical Education,5173.0
2021,MF,1,Institute of Technical Education,13224.0
2022,F,1,Institute of Technical Education,5206.0
2022,MF,1,Institute of Technical Education,13332.0
2023,F,1,Institute of Technical Education,4680.0
2023,MF,1,Institute of Technical Education,11049.0
2024,F,1,Institute of Technical Education,4970.0
2024,MF,1,Institute of Technical Education,12686.0
